X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
404464.107100002,132725.201200001,26001162,2026/01/03 23:18:11+00,2026/01/03 21:37:00+00,2026/01/03 22:15:00+00,3900 - 3917 BLOCK OF SOUTHERN AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,,404464.107074096,132725.2012086,38.8623327047,-76.94856407,923911942,
399027.369999997,137425.390000001,26001300,2026/01/04 06:44:44+00,2026/01/04 02:52:00+00,2026/01/04 06:06:00+00,1 - 99 BLOCK OF BANNER LANE NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,,399027.37,137425.39,38.9046846037,-77.0112134026,923911943,
398413.280000001,137185.23,26002154,2026/01/06 06:17:59+00,2026/01/06 02:54:00+00,2026/01/06 03:17:00+00,444 - 499 BLOCK OF K STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398413.28,137185.23,38.9025202637,-77.0182926605,923911944,
398186.039999999,137185.329999998,26002966,2026/01/07 20:34:49+00,2026/01/07 20:02:00+00,,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,MOUNT VERNON TRIANGLE CID,398186.04,137185.33,38.902520725,-77.0209124198,923911945,
403562.690499999,135000.856400002,26003088,2026/01/08 01:44:03+00,2026/01/07 23:15:00+00,2026/01/08 01:27:00+00,3300 - 3399 BLOCK OF E STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,,403562.690529259,135000.856442711,38.8828368323,-76.9589384946,923911946,
394449.149999999,137479.059999999,26003106,2026/01/08 01:28:35+00,2026/01/07 21:30:00+00,2026/01/07 21:55:00+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,GEORGETOWN,394449.15,137479.06,38.9051510928,-77.0639958956,923911947,
401996.009999998,136793.940000001,26003614,2026/01/09 05:11:47+00,2026/01/08 23:59:00+00,2026/01/09 01:03:00+00,1800 - 1869 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,401996.01,136793.94,38.8989945496,-76.9769899359,923911948,
401923.990000002,136695.460000001,26003747,2026/01/09 08:38:47+00,2026/01/09 08:21:00+00,,700 - 729 BLOCK OF 18TH STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,,401923.99,136695.46,38.8981075668,-76.9778204604,923911949,
401542.659999996,135710.620000001,26003767,2026/01/09 12:08:23+00,2025/12/31 05:00:00+00,2025/12/31 05:00:00+00,1 - 99 BLOCK OF 16TH STREET SE,THEFT/OTHER,OTHERS,DAY,7,7D,1,107,Cluster 26,006801 2,006801,Precinct 87,,401542.66,135710.62,38.8892365172,-76.9822186009,923911950,
401501.770000003,140508.859999999,26005272,2026/01/12 17:28:21+00,2026/01/12 16:40:00+00,,3400 - 3499 BLOCK OF 16TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,,401501.77,140508.86,38.9324607673,-76.982679424,923911951,
396217.890000001,138008.23,26005453,2026/01/12 23:49:06+00,2026/01/12 21:03:00+00,2026/01/12 22:00:00+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,GOLDEN TRIANGLE,396217.89,138008.23,38.9099274291,-77.0436069637,923911952,
402375.119999997,136709.25,26005743,2026/01/13 15:37:56+00,2026/01/12 16:00:00+00,2026/01/13 05:58:00+00,2300 - 2399 BLOCK OF BENNING ROAD NE,BURGLARY,OTHERS,DAY,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402375.12,136709.25,38.898230689,-76.9726198373,923911953,
397577.630000003,143785.940000001,26007958,2026/01/18 00:36:16+00,2026/01/17 23:24:00+00,2026/01/17 23:45:00+00,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,,397577.63,143785.94,38.9619795615,-77.0279498335,923911954,
402158.310000002,138824.530000001,26008154,2026/01/18 10:16:35+00,2026/01/18 06:20:00+00,2026/01/18 06:40:00+00,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,,402158.31,138824.53,38.9172864211,-76.9751125549,923911955,
395499.25,139592.960000001,26009060,2026/01/20 16:23:49+00,2026/01/20 15:20:00+00,2026/01/20 15:22:00+00,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,,395499.25,139592.96,38.9241998122,-77.0519031245,923911956,
397655.490000002,138975.600000001,26009061,2026/01/20 17:51:13+00,2026/01/17 01:00:00+00,2026/01/17 13:00:00+00,2100 - 2199 BLOCK OF 11TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,,397655.49,138975.6,38.9186468323,-77.0270350307,923911957,
398366.18,143174.940000001,26009244,2026/01/20 22:11:10+00,2026/01/20 21:43:00+00,2026/01/21 00:00:00+00,400 - 499 BLOCK OF KENNEDY STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 56,,398366.18,143174.94,38.9564773368,-77.0188499162,923911958,
402885.540899999,133720.242699999,26010422,2026/01/23 12:30:34+00,2026/01/23 12:04:00+00,2026/01/23 12:30:00+00,1500 - 1599 BLOCK OF 28TH PLACE SE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7B,6,607,Cluster 34,007604 2,007604,Precinct 111,,402885.540864631,133720.242745523,38.8713030425,-76.9667483044,923911959,
400488.950000003,134468.690000001,26011257,2026/01/25 02:40:54+00,2026/01/25 00:28:00+00,2026/01/25 02:37:00+00,800 - 899 BLOCK OF VIRGINIA AVENUE SE,THEFT/OTHER,OTHERS,EVENING,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,CAPITOL RIVERFRONT,400488.95,134468.69,38.8780499517,-76.994365024,923911960,
393731.670000002,139295.760000002,26011289,2026/01/25 05:05:52+00,2026/01/25 03:00:00+00,2026/01/25 04:00:00+00,2301 - 2499 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,3,3B,2,204,Cluster 14,000400 2,000400,Precinct 12,,393731.67,139295.76,38.9215117092,-77.0722843227,923911961,
397162.060000002,140182.43,26011800,2026/01/27 02:07:39+00,2026/01/27 01:30:00+00,2026/01/27 02:38:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923911962,
405082.655299999,136006.760000002,26011929,2026/01/27 16:06:08+00,2026/01/09 15:30:00+00,2026/01/15 15:30:00+00,4200 - 4299 BLOCK OF BLAINE STREET NE,THEFT/OTHER,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,,405082.65533067,136006.760027645,38.8918909182,-76.9414128252,923911963,
396970.210000001,142263.120000001,26014131,2026/02/02 00:17:59+00,2026/01/31 14:45:00+00,2026/01/31 16:00:00+00,1500 - 1513 BLOCK OF DECATUR STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4E,4,404,Cluster 18,002501 2,002501,Precinct 48,,396970.21,142263.12,38.9482597106,-77.03495165,923911964,
405602.694799997,137367.765500002,26015144,2026/02/04 02:49:37+00,2026/02/04 01:05:00+00,2026/02/04 02:30:00+00,1000 - 1099 BLOCK OF 47TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,,405602.694819152,137367.765468908,38.904148184,-76.9354072922,923912357,
395457.090000004,137321.719999999,26015625,2026/02/05 02:05:00+00,2026/02/02 15:00:00+00,2026/02/02 17:00:00+00,2400 - 2499 BLOCK OF L STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2A,2,207,Cluster 5,005503 1,005503,Precinct 4,,395457.09,137321.72,38.9037395064,-77.052374291,923912358,
394450.619999997,137863.91,26015820,2026/02/05 15:12:57+00,2026/02/05 14:16:00+00,2026/02/05 14:53:00+00,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,GEORGETOWN,394450.62,137863.91,38.9086179637,-77.0639820577,923912359,
397694.829999998,146283.34,26018196,2026/02/10 18:41:01+00,2026/02/10 18:16:00+00,2026/02/10 18:35:00+00,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,,397694.83,146283.34,38.9844770368,-77.0266059526,923912360,
397203.829999998,146283.600000001,26018741,2026/02/12 02:37:56+00,2026/02/11 19:23:00+00,2026/02/11 20:53:00+00,7800 - 7899 BLOCK OF MORNINGSIDE DRIVE NW,THEFT F/AUTO,OTHERS,EVENING,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,,397203.83,146283.6,38.9844779526,-77.0322730072,923912361,
400686.539999999,137051.98,26019045,2026/02/12 17:11:32+00,2026/02/12 15:22:00+00,2026/02/12 16:08:00+00,1000 - 1099 BLOCK OF I STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,,400686.54,137051.98,38.9013210644,-76.9920852879,923912362,
398943.608400002,133729.350000001,26019377,2026/02/13 02:36:06+00,2026/02/13 01:37:00+00,2026/02/13 02:19:00+00,1500 - 1599 BLOCK OF 1ST STREET SW,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,,398943.608380973,133729.349977531,38.8713891837,-77.0121734039,923912363,
403638.939999998,135772.420000002,26019423,2026/02/13 04:44:50+00,2026/02/13 02:17:00+00,2026/02/13 04:36:00+00,2300 - 3955 BLOCK OF EAST CAPITOL STREET,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,403638.94,135772.42,38.8897870573,-76.9580556016,923912364,
397430.659999996,136664.370000001,26021583,2026/02/17 23:39:15+00,2026/02/17 21:30:00+00,2026/02/17 23:12:00+00,600 - 699 BLOCK OF 13TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397430.66,136664.37,38.8978258475,-77.0296189448,923912365,
400840.659999996,139142.940000001,26021942,2026/02/18 18:56:11+00,2026/02/18 17:25:00+00,2026/02/18 18:05:00+00,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,THEFT/OTHER,KNIFE,DAY,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,,400840.66,139142.94,38.9201570109,-76.9903059701,923912366,
396230.990000002,137427.940000001,26021982,2026/02/20 07:54:32+00,2026/02/18 19:45:00+00,2026/02/18 20:06:00+00,1100 - 1199 BLOCK OF 19TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396230.99,137427.94,38.9047000325,-77.0434527387,923912367,
396518.390000001,139335.68,26022320,2026/02/19 12:24:25+00,2026/02/18 20:00:00+00,2026/02/19 10:00:00+00,2322 - 2499 BLOCK OF ONTARIO ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1C,3,303,Cluster 1,003802 3,003802,Precinct 24,,396518.39,139335.68,38.9218867805,-77.0401489912,923912368,
398099.700000003,138672.41,26022823,2026/02/20 15:24:31+00,2026/02/20 14:20:00+00,2026/02/20 15:02:00+00,1900 - 1999 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,398099.7,138672.41,38.9159166696,-77.0219119142,923912369,
405836.261200003,137503.4421,26025831,2026/02/27 03:05:22+00,2026/02/26 23:15:00+00,2026/02/27 01:14:00+00,1100 - 1199 BLOCK OF 48TH PLACE NE,BURGLARY,OTHERS,EVENING,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,,405836.261219369,137503.442109034,38.9053688866,-76.9327133849,923912370,
394778.43,137665.0,26026220,2026/02/27 22:00:31+00,2026/02/27 19:43:00+00,2026/02/27 19:47:00+00,3000 - 3099 BLOCK OF N STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,,394778.43,137665,38.9068281226,-77.0602010327,923912371,
397745.950000003,138305.199999999,26026696,2026/02/28 19:36:25+00,2026/02/28 05:45:00+00,2026/02/28 06:30:00+00,10TH STREET NW AND R STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 21,,397745.95001186,138305.19999778,38.9126078828,-77.0259897168,923912372,
397750.789999999,141199.530000001,26027026,2026/03/01 09:31:13+00,2026/03/01 07:56:00+00,2026/03/01 09:00:00+00,900 - 998 BLOCK OF RANDOLPH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,,397750.79,141199.53,38.9386809337,-77.0259433947,923912373,
394449.149999999,137479.059999999,26027211,2026/03/01 21:38:28+00,2026/03/01 20:32:00+00,2026/03/01 20:37:00+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,GEORGETOWN,394449.15,137479.06,38.9051510928,-77.0639958956,923912374,
397633.43,144615.420000002,26027331,2026/03/02 01:13:11+00,2026/03/01 23:38:00+00,2026/03/01 23:40:00+00,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,,397633.43,144615.42,38.9694518736,-77.027308864,923912375,
401165.840000004,138586.640000001,26027490,2026/03/02 13:26:59+00,2026/03/02 11:29:00+00,2026/03/02 12:00:00+00,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,ROBBERY,OTHERS,DAY,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,401165.84,138586.64,38.915145306,-76.9865571175,923912376,
406145.263300002,137024.175500002,26027632,2026/03/02 20:07:57+00,2026/03/02 19:48:00+00,2026/03/02 19:49:00+00,5000 - 5099 BLOCK OF HUNT STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,,406145.263267656,137024.175548589,38.9010493794,-76.9291551707,923912377,
399218.214199997,128170.4793,26028010,2026/03/03 16:50:44+00,2026/03/03 15:47:00+00,,100 - 199 BLOCK OF IVANHOE STREET SW,ROBBERY,GUN,DAY,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,,399218.214237228,128170.479348373,38.8213127141,-77.0090026465,923912378,
400524.049999997,142620.530000001,26028464,2026/03/04 15:57:17+00,2026/03/04 14:54:00+00,2026/03/04 16:00:00+00,5026 - 5099 BLOCK OF 8TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5A,4,405,Cluster 20,009509 1,009509,Precinct 66,,400524.05,142620.53,38.9514844265,-76.9939542871,923912379,
397497.460000001,136718.530000001,26029029,2026/03/06 00:59:53+00,2026/03/05 18:50:00+00,2026/03/05 20:00:00+00,1200 - 1299 BLOCK OF G STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497.46,136718.53,38.8983139331,-77.0288490823,923912380,
395766.789999999,137665.280000001,26029416,2026/03/06 15:45:41+00,2026/03/06 14:15:00+00,2026/03/06 14:26:00+00,1250 - 1299 BLOCK OF 22ND STREET NW,THEFT/OTHER,OTHERS,DAY,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,,395766.79,137665.28,38.9068359607,-77.0488059406,923912381,
400131.810000002,132949.079999998,26029682,2026/03/07 22:49:14+00,2026/03/06 23:12:00+00,2026/03/07 00:17:00+00,600 - 999 BLOCK OF HOWARD ROAD SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,ANACOSTIA,400131.81,132949.08,38.8643608174,-76.9984812277,923912382,
399531.539999999,134674.780000001,26030825,2026/03/09 15:16:45+00,2026/03/09 13:20:00+00,,800 - 899 BLOCK OF NEW JERSEY AVENUE SE,BURGLARY,OTHERS,DAY,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,CAPITOL RIVERFRONT,399531.54,134674.78,38.8799065024,-77.0053989764,923912773,
397539.5,139653.370000001,26031080,2026/03/10 00:45:44+00,2026/03/09 21:30:00+00,2026/03/09 22:33:00+00,1100 - 1299 BLOCK OF FAIRMONT STREET NW,BURGLARY,OTHERS,EVENING,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 36,,397539.5,139653.37,38.9247520859,-77.0283749647,923912774,
404600.899899997,136168.3774,26031953,2026/03/11 17:06:28+00,2026/03/11 16:26:00+00,,300 - 499 BLOCK OF 40TH STREET NE,THEFT/OTHER,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,,404600.899906223,136168.377435795,38.8933494806,-76.9469648801,923912775,
395499.25,139592.960000001,26032365,2026/03/12 12:39:01+00,2026/03/12 11:57:00+00,2026/03/12 12:39:00+00,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,,395499.25,139592.96,38.9241998122,-77.0519031245,923912776,
397610.109999999,137008.120000001,26032842,2026/03/13 11:34:19+00,2026/03/13 11:07:00+00,2026/03/13 11:34:00+00,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397610.11,137008.12,38.9009229772,-77.0275514697,923912777,
400383.524800003,134605.611099999,26033198,2026/03/14 01:17:55+00,2026/03/13 17:01:00+00,2026/03/13 18:00:00+00,700 - 799 BLOCK OF I STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400383.524830309,134605.611066345,38.8792834427,-76.9955799354,923912778,
397577.630000003,143785.940000001,26034623,2026/03/17 01:39:49+00,2026/03/16 23:57:00+00,2026/03/17 01:20:00+00,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,,397577.63,143785.94,38.9619795615,-77.0279498335,923912779,
397497.159999996,136959.0,26034900,2026/03/17 17:58:30+00,2026/03/17 16:13:00+00,2026/03/17 17:00:00+00,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497.16,136959,38.9004801723,-77.0288534169,923912780,
394964.329999998,140772.690000001,26035468,2026/03/18 22:10:37+00,2026/03/18 20:01:00+00,2026/03/18 20:29:00+00,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,,394964.33,140772.69,38.9348242806,-77.0580805327,923912781,
402465.562299997,133907.983100001,26035968,2026/03/19 20:43:52+00,2026/03/19 19:45:00+00,2026/03/19 20:44:00+00,2400 - 2429 BLOCK OF MINNESOTA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8A,6,607,Cluster 34,007601 2,007601,Precinct 133,,402465.562304241,133907.983129697,38.8729955611,-76.9715872777,923912782,
393654.609999999,139490.449999999,26037332,2026/03/22 10:10:57+00,2026/03/22 07:00:00+00,2026/03/22 07:30:00+00,2500 - 2599 BLOCK OF WISCONSIN AVENUE NW,SEX ABUSE,OTHERS,MIDNIGHT,3,3C,2,204,Cluster 14,000400 1,000400,Precinct 11,,393654.61,139490.45,38.9232649857,-77.0731747526,923912783,
400550.270000003,140447.870000001,26037920,2026/03/23 15:38:12+00,2026/03/22 15:00:00+00,2026/03/23 13:30:00+00,3400 - 3499 BLOCK OF 9TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5B,5,504,Cluster 21,009301 2,009301,Precinct 73,,400550.27,140447.87,38.9319124619,-76.9936535421,923912784,
400407.008900002,130810.164900001,26037940,2026/03/23 16:11:34+00,2026/03/23 16:04:00+00,2026/03/23 16:05:00+00,700 - 799 BLOCK OF MALCOLM X AVENUE SE,THEFT/OTHER,OTHERS,DAY,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,,400407.008926331,130810.164854823,38.8450924686,-76.9953115314,923912785,
400251.894400001,128889.522399999,26038152,2026/03/23 23:55:43+00,2026/03/23 22:40:00+00,2026/03/23 23:54:00+00,4200 - 4399 BLOCK OF 7TH STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8E,7,706,Cluster 39,009811 3,009811,Precinct 125,,400251.894366187,128889.52238904,38.8277905047,-76.9970990497,923912786,
400840.659999996,139142.940000001,26039266,2026/03/26 03:53:19+00,2026/03/26 03:13:00+00,2026/03/26 03:50:00+00,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,,400840.66,139142.94,38.9201570109,-76.9903059701,923912787,
404609.194799997,133359.170299999,26039334,2026/03/26 15:17:31+00,2026/03/24 19:00:00+00,2026/03/25 13:30:00+00,3900 - 3999 BLOCK OF Q STREET SE,THEFT F/AUTO,OTHERS,DAY,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,,404609.19478623,133359.170329188,38.868043011,-76.946888104,923912788,
402595.75,132803.09,26040300,2026/03/28 04:36:27+00,2026/03/28 02:22:00+00,,2585 - 2649 BLOCK OF NAYLOR ROAD SE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,8,8A,6,606,Cluster 35,007605 4,007605,Precinct 134,,402595.75,132803.09,38.8630418581,-76.9700911885,923912789,
399271.469999999,138550.920000002,26040549,2026/03/28 20:38:18+00,2026/03/27 02:00:00+00,2026/03/28 08:00:00+00,1 - 99 BLOCK OF SEATON PLACE NE,THEFT F/AUTO,OTHERS,EVENING,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,,399271.47,138550.92,38.9148239997,-77.00840038,923912790,
398127.740000002,140238.640000001,26041209,2026/03/30 01:42:26+00,2026/03/26 23:00:00+00,2026/03/28 08:00:00+00,500 - 699 BLOCK OF KENYON STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,,398127.74,140238.64,38.9300258314,-77.0215928633,923912791,
403587.274999999,135352.906599998,26041335,2026/03/30 11:39:19+00,2026/03/29 23:00:00+00,2026/03/30 10:30:00+00,3300 - 3399 BLOCK OF C STREET SE,THEFT F/AUTO,OTHERS,DAY,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,,403587.274977282,135352.906555038,38.8860081344,-76.9586533108,923912792,
397228.840000004,138674.0,26042095,2026/03/31 20:17:29+00,2026/03/31 18:40:00+00,2026/03/31 19:27:00+00,1900 - 1920 BLOCK OF 14TH STREET NW,THEFT/OTHER,KNIFE,EVENING,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,,397228.84,138674,38.9159286783,-77.0319536026,923912793,
397694.829999998,146283.34,26042176,2026/04/01 00:33:25+00,2026/03/31 20:28:00+00,2026/03/31 21:51:00+00,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,,397694.83,146283.34,38.9844770368,-77.0266059526,923912794,
395918.079999998,139003.84,26042572,2026/04/01 18:22:09+00,2026/03/25 18:00:00+00,2026/03/27 12:30:00+00,2000 - 2099 BLOCK OF KALORAMA ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1C,3,303,Cluster 1,004001 3,004001,Precinct 25,,395918.08,139003.84,38.9188948749,-77.0470696307,923912795,
399351.539999999,137184.600000001,26042612,2026/04/01 20:09:47+00,2026/04/01 18:33:00+00,2026/04/01 19:38:00+00,1 - 99 BLOCK OF K STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,NOMA,399351.54,137184.6,38.9025157814,-77.0074758356,923912796,
397162.060000002,140182.43,26043149,2026/04/02 18:34:17+00,2026/04/02 17:15:00+00,2026/04/02 18:30:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923912797,
405340.920000002,137855.41,26043600,2026/04/03 18:20:30+00,2026/04/03 16:02:00+00,2026/04/03 17:31:00+00,4411 - 4499 BLOCK OF ORD STREET NE,BURGLARY,OTHERS,DAY,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,,405340.92,137855.41,38.9085426842,-76.9384214653,923913188,
397713.299999997,134761.079999998,26044227,2026/04/04 19:04:48+00,2026/04/02 22:00:00+00,2026/04/02 23:00:00+00,1 - 99 BLOCK OF BLAIR ALLEY SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,SOUTHWEST,397713.3,134761.08,38.8806810777,-77.0263543816,923913189,
402634.490000002,139215.25,26044504,2026/04/05 05:08:08+00,2026/04/05 04:24:00+00,2026/04/05 05:02:00+00,2300 - 2399 BLOCK OF BLADENSBURG ROAD NE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,402634.49,139215.25,38.9208048561,-76.9696202304,923913190,
